media_id,selected_rank,bbox_xyxy,source,selector_version,detector_sha
IMG_007552,1,"[725.236,171.556,1150.217,569.183]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007554,1,"[394.795,167.425,1090.131,641.783]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007555,1,"[571.012,214.218,1097.829,680.683]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007556,1,"[299.703,248.408,1034.093,702.677]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007556,2,"[298.809,247.915,1031.182,702.985]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007558,1,"[566.038,286.195,1110.689,607.325]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007559,1,"[596.395,39.437,1402.525,676.523]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007560,1,"[320.403,117.597,1263.736,721.316]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007560,2,"[984.901,211.633,1692.174,521.444]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007562,1,"[609.445,247.62,1257.898,756.398]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007564,1,"[412.416,73.489,1457.079,807.27]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007571,1,"[590.662,1.887,1350.441,583.956]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007575,1,"[285.395,87.287,1480.545,852.563]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007577,1,"[577.071,40.053,1149.483,654.855]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007577,2,"[577.643,42.896,1149.776,652.768]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007580,1,"[551.041,4.357,1377.091,662.712]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007581,1,"[439.831,47.233,1591.67,704.838]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007581,2,"[444.56,47.508,1587.263,709.069]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007584,1,"[392.281,41.62,1291.253,681.438]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007585,1,"[353.453,188.102,1467.875,872.877]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007585,2,"[1246.44,237.246,1918.488,569.635]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007586,1,"[320.449,32.148,1323.248,767.592]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007587,1,"[305.6,132.344,1397.741,867.779]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007587,2,"[156.151,100.761,617.095,405.279]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007588,1,"[434.959,90.67,1552.595,802.582]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007588,2,"[439.904,93.316,1552.27,800.425]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007592,1,"[477.548,127.106,1310.586,734.773]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007593,1,"[378.612,50.12,1422.04,658.557]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007594,1,"[655.293,249.462,1232.353,718.4]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007598,1,"[493.96,198.591,1351.476,703.927]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007601,1,"[465.054,22.062,1428.156,685.538]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007602,1,"[496.297,70.401,1396.738,605.756]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007603,1,"[711.747,137.923,1271.456,694.856]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007603,2,"[712.553,139.152,1272.169,694.97]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007606,1,"[603.491,129.418,1328.072,763.184]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007606,2,"[1593.393,251.613,1918.607,593.914]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007608,1,"[497.487,68.458,1465.316,671.169]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007609,1,"[637.038,231.23,1265.571,721.881]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007611,1,"[561.017,272.086,1188.263,695.831]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007612,1,"[651.083,232.256,1236.662,695.594]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007614,1,"[544.127,70.31,1386.173,681.216]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007617,1,"[605.173,195.178,1237.908,651.629]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007618,1,"[722.511,241.188,1294.337,681.878]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007626,1,"[488.829,137.982,1299.594,750.641]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007627,1,"[387.204,46.707,1467.393,783.378]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007631,1,"[491.982,137.963,1375.536,727.694]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007632,1,"[448.046,277.477,1247.289,793.136]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007634,1,"[413.528,223.02,1458.446,793.031]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007634,2,"[414.645,223.422,1458.743,793.222]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007635,1,"[411.355,197.678,1299.987,813.062]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007637,1,"[533.467,184.688,1411.861,729.577]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007642,1,"[530.415,127.916,1570.385,768.274]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007642,2,"[1232.771,165.693,1918.401,646.346]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007643,1,"[557.703,267.105,1320.616,769.659]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007646,1,"[341.617,113.203,1518.168,749.509]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007647,1,"[644.087,92.558,1237.847,586.53]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007647,2,"[1397.381,174.177,1918.862,531.102]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007648,1,"[300.17,218.82,1293.094,798.64]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007650,1,"[626.288,148.24,1120.072,548.963]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007650,2,"[139.883,203.056,593.407,477.501]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007652,1,"[512.434,116.868,1448.942,744.963]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007652,2,"[124.609,169.649,810.634,558.868]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007654,1,"[402.04,161.323,1212.914,740.715]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007654,2,"[402.847,159.557,1211.793,738.711]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007655,1,"[498.737,120.585,1512.048,817.533]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007655,2,"[497.321,125.364,1509.184,814.577]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007656,1,"[658.185,183.595,1256.244,702.241]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007656,2,"[1421.484,272.725,1918.962,698.756]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007658,1,"[626.814,185.79,1521.007,696.936]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007659,1,"[604.239,178.918,1252.813,717.434]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007659,2,"[1.373,182.458,443.485,802.858]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007661,1,"[340.471,118.033,1292.133,769.22]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007661,2,"[987.782,149.774,1787.165,535.208]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007665,1,"[678.217,80.492,1238.39,527.627]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007665,2,"[1410.843,85.835,1918.509,532.146]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007667,1,"[681.779,75.826,1502.357,706.653]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007672,1,"[561.124,92.879,1450.321,592.619]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007673,1,"[687.582,207.226,1214.225,662.013]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007673,2,"[689.131,204.993,1212.129,661.913]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007674,1,"[326.639,177.52,1468.855,738.501]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007675,1,"[506.814,119.498,1162.936,700.644]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
IMG_007676,1,"[423.221,209.807,1489.936,674.427]",v2.2 R0/R1 exact-equality historical selection artifact,v2.2-frozen,0ebbc80d4a7680d14987a577cd21342b65ecfd94632bd9a8da63ae6417644ee1
