source_id,slug,file_stem,group_key,scenario_id,role,event_label,split,image_path,prompt_path,sha256,width,height
104,pov-b1-0104-p03-span-two-bays-front-left,104_pov-b1-0104-p03-span-two-bays-front-left,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/104_pov-b1-0104-p03-span-two-bays-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/104_pov-b1-0104-p03-span-two-bays-front-left.txt,53076af66f4c910fb59448cdc0738959ec7a3e718f1d5013b4421e0abc6c5b15,1920,1080
105,pov-b1-0105-p03-span-two-bays-front-right,105_pov-b1-0105-p03-span-two-bays-front-right,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/105_pov-b1-0105-p03-span-two-bays-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/105_pov-b1-0105-p03-span-two-bays-front-right.txt,7bf6aa850dc0520e8d02c59a3aab66a37a31bfd7f1d1eca004e3e989ba5d004b,1920,1080
106,pov-b1-0106-p04-angled-footprint-outside-front-center,106_pov-b1-0106-p04-angled-footprint-outside-front-center,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/106_pov-b1-0106-p04-angled-footprint-outside-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/106_pov-b1-0106-p04-angled-footprint-outside-front-center.txt,fe4a1125cb54c30c5657209dbea5bc368eeeffe7eb88d45f0d82204b00f9fb01,1920,1080
108,pov-b1-0108-p04-angled-footprint-outside-front-right,108_pov-b1-0108-p04-angled-footprint-outside-front-right,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/108_pov-b1-0108-p04-angled-footprint-outside-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/108_pov-b1-0108-p04-angled-footprint-outside-front-right.txt,e7c7bd212781804936bff65cc7ed0cad0a653f2cc430b564913ce69b616d3a36,1920,1080
109,pov-b1-0109-p04-angled-footprint-outside-front-center,109_pov-b1-0109-p04-angled-footprint-outside-front-center,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/109_pov-b1-0109-p04-angled-footprint-outside-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/109_pov-b1-0109-p04-angled-footprint-outside-front-center.txt,aa93382d3872cf38843388e36afd0119a8d72e98e4244118048a828abba47f0a,1920,1080
110,pov-b1-0110-p04-angled-footprint-outside-front-left,110_pov-b1-0110-p04-angled-footprint-outside-front-left,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/110_pov-b1-0110-p04-angled-footprint-outside-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/110_pov-b1-0110-p04-angled-footprint-outside-front-left.txt,49cba4d81c65ef25e6adebf7b51ea66a5e0229d582f27a4ae33f55e48b414500,1920,1080
111,pov-b1-0111-p04-angled-footprint-outside-front-right,111_pov-b1-0111-p04-angled-footprint-outside-front-right,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/111_pov-b1-0111-p04-angled-footprint-outside-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/111_pov-b1-0111-p04-angled-footprint-outside-front-right.txt,d70d29a03cb7a3fe66c89380722ea1fb6fee174eed80ca387387a76af7577740,1920,1080
112,pov-b1-0112-p04-angled-footprint-outside-front-center,112_pov-b1-0112-p04-angled-footprint-outside-front-center,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/112_pov-b1-0112-p04-angled-footprint-outside-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/112_pov-b1-0112-p04-angled-footprint-outside-front-center.txt,53818a58bd837a7eeb47ab89faa4ec39cc1639cc427f0d00b5a1df855feba3e6,1920,1080
113,pov-b1-0113-p04-angled-footprint-outside-front-left,113_pov-b1-0113-p04-angled-footprint-outside-front-left,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/113_pov-b1-0113-p04-angled-footprint-outside-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/113_pov-b1-0113-p04-angled-footprint-outside-front-left.txt,03913887613c765ce4bb7bb203098fb0e3c77ab0d4725b30b0733627df4dda75,1920,1080
114,pov-b1-0114-p04-angled-footprint-outside-front-right,114_pov-b1-0114-p04-angled-footprint-outside-front-right,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/114_pov-b1-0114-p04-angled-footprint-outside-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/114_pov-b1-0114-p04-angled-footprint-outside-front-right.txt,784600ca7044bd7f92aa9156ed36f1f2c775890674a1447f9263daeca1fcdc13,1920,1080
115,pov-b1-0115-p04-angled-footprint-outside-front-center,115_pov-b1-0115-p04-angled-footprint-outside-front-center,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/115_pov-b1-0115-p04-angled-footprint-outside-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/115_pov-b1-0115-p04-angled-footprint-outside-front-center.txt,8d02e4293f08791f1d393e8cc019802bdd83fad732be8cd72d22d722364d306c,1920,1080
116,pov-b1-0116-p04-angled-footprint-outside-front-left,116_pov-b1-0116-p04-angled-footprint-outside-front-left,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/116_pov-b1-0116-p04-angled-footprint-outside-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/116_pov-b1-0116-p04-angled-footprint-outside-front-left.txt,e10f3551915ec8663fee19a9e40c0f7bdb5e4d479c02b5f0677ae1ab75898e53,1920,1080
117,pov-b1-0117-p04-angled-footprint-outside-front-right,117_pov-b1-0117-p04-angled-footprint-outside-front-right,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/117_pov-b1-0117-p04-angled-footprint-outside-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/117_pov-b1-0117-p04-angled-footprint-outside-front-right.txt,a78e65dd12331a2134dfdd5400b7e3b4ae70c229265bd8be27b66107f2629770,1920,1080
118,pov-b1-0118-p04-angled-footprint-outside-front-center,118_pov-b1-0118-p04-angled-footprint-outside-front-center,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/118_pov-b1-0118-p04-angled-footprint-outside-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/118_pov-b1-0118-p04-angled-footprint-outside-front-center.txt,28fae86953947d31b4608a02225f1ceb9e247b87ace70fb69e48403fba99eb71,1920,1080
119,pov-b1-0119-p04-angled-footprint-outside-front-left,119_pov-b1-0119-p04-angled-footprint-outside-front-left,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/119_pov-b1-0119-p04-angled-footprint-outside-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/119_pov-b1-0119-p04-angled-footprint-outside-front-left.txt,0112e7900c62224dc550afd0e020538a838d9e99bcbace0e6b6c152e5f744988,1920,1080
120,pov-b1-0120-p04-angled-footprint-outside-front-right,120_pov-b1-0120-p04-angled-footprint-outside-front-right,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/120_pov-b1-0120-p04-angled-footprint-outside-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/120_pov-b1-0120-p04-angled-footprint-outside-front-right.txt,aaed8f87b10e95beae05ff6f909e4359fab1b60944b7725298af180943975ae2,1920,1080
122,pov-b1-0122-p04-angled-footprint-outside-front-left,122_pov-b1-0122-p04-angled-footprint-outside-front-left,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/122_pov-b1-0122-p04-angled-footprint-outside-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/122_pov-b1-0122-p04-angled-footprint-outside-front-left.txt,3040ce8409df35a1503df1f0b924b9f113c68b95ff51b5200567903b55172e4a,1920,1080
123,pov-b1-0123-p04-angled-footprint-outside-front-right,123_pov-b1-0123-p04-angled-footprint-outside-front-right,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/123_pov-b1-0123-p04-angled-footprint-outside-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/123_pov-b1-0123-p04-angled-footprint-outside-front-right.txt,29751edc722a515f66f3eebc0ebec13ff61cd907509c089245064865004f9f7b,1920,1080
124,pov-b1-0124-p04-angled-footprint-outside-front-center,124_pov-b1-0124-p04-angled-footprint-outside-front-center,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/124_pov-b1-0124-p04-angled-footprint-outside-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/124_pov-b1-0124-p04-angled-footprint-outside-front-center.txt,9b8878f47b72f63e7e5c44697c0167a1a885211e736bec3a500d2f4a41f34ca2,1920,1080
125,pov-b1-0125-p04-angled-footprint-outside-front-left,125_pov-b1-0125-p04-angled-footprint-outside-front-left,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/125_pov-b1-0125-p04-angled-footprint-outside-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/125_pov-b1-0125-p04-angled-footprint-outside-front-left.txt,9d491f3d3ff3f01d8bccf586785493f25bcd52a60104c6be7f4ce496674e63bf,1920,1080
126,pov-b1-0126-p04-angled-footprint-outside-front-right,126_pov-b1-0126-p04-angled-footprint-outside-front-right,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/126_pov-b1-0126-p04-angled-footprint-outside-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/126_pov-b1-0126-p04-angled-footprint-outside-front-right.txt,0e789f4a7772487609238a3cc4e05db88429834b06d22bf29b97546184e47981,1920,1080
127,pov-b1-0127-p04-angled-footprint-outside-front-center,127_pov-b1-0127-p04-angled-footprint-outside-front-center,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/127_pov-b1-0127-p04-angled-footprint-outside-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/127_pov-b1-0127-p04-angled-footprint-outside-front-center.txt,e7c5feaecd7038f95cd9975768ca70843082c4e1c3962e5cf4b3c3bd15327d86,1920,1080
128,pov-b1-0128-p04-angled-footprint-outside-front-left,128_pov-b1-0128-p04-angled-footprint-outside-front-left,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/128_pov-b1-0128-p04-angled-footprint-outside-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/128_pov-b1-0128-p04-angled-footprint-outside-front-left.txt,1059ab4a00bd615a866389b6fb68f64782dc13698d14f6bb344514f71c58b7ea,1920,1080
129,pov-b1-0129-p04-angled-footprint-outside-front-center,129_pov-b1-0129-p04-angled-footprint-outside-front-center,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/129_pov-b1-0129-p04-angled-footprint-outside-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/129_pov-b1-0129-p04-angled-footprint-outside-front-center.txt,17eca2f5c9c4113a83e593d398a0d4cef301c08d8b85a2ee6207f9f6d6801c51,1920,1080
130,pov-b1-0130-p04-angled-footprint-outside-front-left,130_pov-b1-0130-p04-angled-footprint-outside-front-left,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/130_pov-b1-0130-p04-angled-footprint-outside-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/130_pov-b1-0130-p04-angled-footprint-outside-front-left.txt,bf555a51d60a01737ce8e94cfc3a259113a12e4aec96f89eb5b42abc8d4fd0c9,1920,1080
131,pov-b1-0131-p05-multi-vehicle-at-least-one-violation-front-center,131_pov-b1-0131-p05-multi-vehicle-at-least-one-violation-front-center,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/131_pov-b1-0131-p05-multi-vehicle-at-least-one-violation-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/131_pov-b1-0131-p05-multi-vehicle-at-least-one-violation-front-center.txt,acb8803cbfb955dc0a72690c938c86f7ca8a561fcce3ede8e58514f288819b02,1920,1080
132,pov-b1-0132-p05-multi-vehicle-at-least-one-violation-front-left,132_pov-b1-0132-p05-multi-vehicle-at-least-one-violation-front-left,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/132_pov-b1-0132-p05-multi-vehicle-at-least-one-violation-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/132_pov-b1-0132-p05-multi-vehicle-at-least-one-violation-front-left.txt,2c4bbbf931299b88f97710ca859b17807cee73231eac4a0dc32c344d57e2b415,1920,1080
133,pov-b1-0133-p05-multi-vehicle-at-least-one-violation-front-right,133_pov-b1-0133-p05-multi-vehicle-at-least-one-violation-front-right,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/133_pov-b1-0133-p05-multi-vehicle-at-least-one-violation-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/133_pov-b1-0133-p05-multi-vehicle-at-least-one-violation-front-right.txt,310499ed3c9550849ae6784061779b520f92c9367709d996fa98d4966d2261e8,1920,1080
134,pov-b1-0134-p05-multi-vehicle-at-least-one-violation-front-center,134_pov-b1-0134-p05-multi-vehicle-at-least-one-violation-front-center,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/134_pov-b1-0134-p05-multi-vehicle-at-least-one-violation-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/134_pov-b1-0134-p05-multi-vehicle-at-least-one-violation-front-center.txt,707813ea7a7b2f00c73a07b4bda1a6467a0e6390bba6dfa883b1831d9dbd2739,1920,1080
135,pov-b1-0135-p05-multi-vehicle-at-least-one-violation-front-left,135_pov-b1-0135-p05-multi-vehicle-at-least-one-violation-front-left,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/135_pov-b1-0135-p05-multi-vehicle-at-least-one-violation-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/135_pov-b1-0135-p05-multi-vehicle-at-least-one-violation-front-left.txt,47d4eb825dadd64d74981785a3b057daf44143f2aa3115781da47922cbc8a7e5,1920,1080
136,pov-b1-0136-p05-multi-vehicle-at-least-one-violation-front-right,136_pov-b1-0136-p05-multi-vehicle-at-least-one-violation-front-right,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/136_pov-b1-0136-p05-multi-vehicle-at-least-one-violation-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/136_pov-b1-0136-p05-multi-vehicle-at-least-one-violation-front-right.txt,051cf35297a38c1ad2ae3f3ff27c6de0d70e34101e77d06e4526557ab1c25d2c,1920,1080
137,pov-b1-0137-p05-multi-vehicle-at-least-one-violation-front-center,137_pov-b1-0137-p05-multi-vehicle-at-least-one-violation-front-center,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/137_pov-b1-0137-p05-multi-vehicle-at-least-one-violation-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/137_pov-b1-0137-p05-multi-vehicle-at-least-one-violation-front-center.txt,4013ad94646bf8980504bf5cd6d53caa1f838a33e7a64fe559e863b8f210db38,1920,1080
138,pov-b1-0138-p05-multi-vehicle-at-least-one-violation-front-left,138_pov-b1-0138-p05-multi-vehicle-at-least-one-violation-front-left,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/138_pov-b1-0138-p05-multi-vehicle-at-least-one-violation-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/138_pov-b1-0138-p05-multi-vehicle-at-least-one-violation-front-left.txt,cb02df1970bfbfef7fc91fa5f26b649261b1a0abc993a9e7d138eeae709aed0b,1920,1080
139,pov-b1-0139-p05-multi-vehicle-at-least-one-violation-front-right,139_pov-b1-0139-p05-multi-vehicle-at-least-one-violation-front-right,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/139_pov-b1-0139-p05-multi-vehicle-at-least-one-violation-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/139_pov-b1-0139-p05-multi-vehicle-at-least-one-violation-front-right.txt,f2ae84613c6081fd7ad6517c3b54aee12af12e9ea22e99b023d785c59c2bbf84,1920,1080
140,pov-b1-0140-p05-multi-vehicle-at-least-one-violation-front-center,140_pov-b1-0140-p05-multi-vehicle-at-least-one-violation-front-center,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/140_pov-b1-0140-p05-multi-vehicle-at-least-one-violation-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/140_pov-b1-0140-p05-multi-vehicle-at-least-one-violation-front-center.txt,3490ca5ba3b4a7be56d614e5c2d17056dcf630fd3160b6e42bb27c6136473f3a,1920,1080
141,pov-b1-0141-p05-multi-vehicle-at-least-one-violation-front-left,141_pov-b1-0141-p05-multi-vehicle-at-least-one-violation-front-left,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/141_pov-b1-0141-p05-multi-vehicle-at-least-one-violation-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/141_pov-b1-0141-p05-multi-vehicle-at-least-one-violation-front-left.txt,2e420db62aa2008e456652b76f3554fdaa62afb939fe471a1662e1543ae8ca21,1920,1080
142,pov-b1-0142-p05-multi-vehicle-at-least-one-violation-front-right,142_pov-b1-0142-p05-multi-vehicle-at-least-one-violation-front-right,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/142_pov-b1-0142-p05-multi-vehicle-at-least-one-violation-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/142_pov-b1-0142-p05-multi-vehicle-at-least-one-violation-front-right.txt,b342ab3fa54b278ed3df9f1422768a78ef039394c61b9e83f29c4ed8df3c5e92,1920,1080
143,pov-b1-0143-p05-multi-vehicle-at-least-one-violation-front-center,143_pov-b1-0143-p05-multi-vehicle-at-least-one-violation-front-center,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/143_pov-b1-0143-p05-multi-vehicle-at-least-one-violation-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/143_pov-b1-0143-p05-multi-vehicle-at-least-one-violation-front-center.txt,5d508341af52912d206632c94b9f5d63c601f83c6f2cbe70d93800c78ed5d59c,1920,1080
144,pov-b1-0144-p05-multi-vehicle-at-least-one-violation-front-left,144_pov-b1-0144-p05-multi-vehicle-at-least-one-violation-front-left,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/144_pov-b1-0144-p05-multi-vehicle-at-least-one-violation-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/144_pov-b1-0144-p05-multi-vehicle-at-least-one-violation-front-left.txt,28741c9d963fc398840356cb9879899e39b0a9f669eae247ae203c416a7e9b93,1920,1080
145,pov-b1-0145-p05-multi-vehicle-at-least-one-violation-front-right,145_pov-b1-0145-p05-multi-vehicle-at-least-one-violation-front-right,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/145_pov-b1-0145-p05-multi-vehicle-at-least-one-violation-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/145_pov-b1-0145-p05-multi-vehicle-at-least-one-violation-front-right.txt,beaa3b6552e92a51eb1e0fd521dd742306700cd09b1fa722e379806b8f9c3cc0,1920,1080
146,pov-b1-0146-p05-multi-vehicle-at-least-one-violation-front-center,146_pov-b1-0146-p05-multi-vehicle-at-least-one-violation-front-center,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/146_pov-b1-0146-p05-multi-vehicle-at-least-one-violation-front-center.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/146_pov-b1-0146-p05-multi-vehicle-at-least-one-violation-front-center.txt,3a1547f1a5538972cf11f0076c703ad9d88591700a9290af3498a834d3b84437,1920,1080
147,pov-b1-0147-p05-multi-vehicle-at-least-one-violation-front-left,147_pov-b1-0147-p05-multi-vehicle-at-least-one-violation-front-left,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/147_pov-b1-0147-p05-multi-vehicle-at-least-one-violation-front-left.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/147_pov-b1-0147-p05-multi-vehicle-at-least-one-violation-front-left.txt,3eed2e840fd7b20730d7f7010d3848aa8d53558a787a560618d847ecdbe4117d,1920,1080
148,pov-b1-0148-p05-multi-vehicle-at-least-one-violation-front-right,148_pov-b1-0148-p05-multi-vehicle-at-least-one-violation-front-right,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/final/148_pov-b1-0148-p05-multi-vehicle-at-least-one-violation-front-right.png,/home/yanbo/下载/batch_20260902_115647_parking-order-violation-batch1-400-retry/prompts/148_pov-b1-0148-p05-multi-vehicle-at-least-one-violation-front-right.txt,85c36cc890c4d967ee2f83a7432a00c10149a7a1522c1f7569ed776bf178417e,1920,1080
