media_id,split,group_id,notes
IMG_007651,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007652,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007653,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007654,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007655,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007656,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007657,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007658,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007659,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007660,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007661,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007662,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007663,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007664,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007665,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007666,train,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007667,holdout,POV_PARKING_B1_P06_NOSE_OR_TAIL_INTRUDES_AISLE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007668,holdout,POV_PARKING_B1_P06_NOSE_OR_TAIL_INTRUDES_AISLE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007669,holdout,POV_PARKING_B1_P06_NOSE_OR_TAIL_INTRUDES_AISLE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007670,holdout,POV_PARKING_B1_P06_NOSE_OR_TAIL_INTRUDES_AISLE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007671,holdout,POV_PARKING_B1_P06_NOSE_OR_TAIL_INTRUDES_AISLE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007672,holdout,POV_PARKING_B1_P06_NOSE_OR_TAIL_INTRUDES_AISLE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007673,holdout,POV_PARKING_B1_P06_NOSE_OR_TAIL_INTRUDES_AISLE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007674,holdout,POV_PARKING_B1_P06_NOSE_OR_TAIL_INTRUDES_AISLE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007675,holdout,POV_PARKING_B1_P06_NOSE_OR_TAIL_INTRUDES_AISLE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007676,holdout,POV_PARKING_B1_P06_NOSE_OR_TAIL_INTRUDES_AISLE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007400,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007401,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007402,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007403,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007404,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007405,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007406,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007407,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007408,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007409,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007410,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007411,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007412,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007413,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007414,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007415,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007416,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007417,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007418,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007419,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007420,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007421,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007422,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007423,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007424,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007425,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007426,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007427,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007428,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007429,train,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007430,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007431,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007432,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007433,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007434,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007435,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007436,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007437,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007438,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007439,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007440,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007441,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007442,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007443,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007444,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007445,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007446,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007447,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007448,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007449,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007450,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007451,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007452,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007453,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007454,train,POV_PARKING_B1_N02_CLOSE_TO_LINE_BUT_INSIDE,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007455,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007456,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007457,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007458,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007459,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007460,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007461,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007462,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007463,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007464,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007465,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007466,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007467,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007468,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007469,holdout,POV_PARKING_B1_N03_DIAGONAL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007470,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007471,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007472,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007473,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007474,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007475,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007476,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007477,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007478,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007479,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007480,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007481,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007482,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007483,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007484,train,POV_PARKING_B1_N04_PARALLEL_BAY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007485,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007486,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007487,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007488,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007489,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007490,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007491,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007492,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007493,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007494,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007495,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007496,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007497,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007498,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007499,holdout,POV_PARKING_B1_N05_MULTIPLE_ALL_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007500,validation,POV_PARKING_B1_N06_SPECIAL_MARKED_SPACE_GEOMETRY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007501,validation,POV_PARKING_B1_N06_SPECIAL_MARKED_SPACE_GEOMETRY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007502,validation,POV_PARKING_B1_N06_SPECIAL_MARKED_SPACE_GEOMETRY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007503,validation,POV_PARKING_B1_N06_SPECIAL_MARKED_SPACE_GEOMETRY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007504,validation,POV_PARKING_B1_N06_SPECIAL_MARKED_SPACE_GEOMETRY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
IMG_007505,validation,POV_PARKING_B1_N06_SPECIAL_MARKED_SPACE_GEOMETRY_CORRECT,"parking_order_violation v1.1 group-level frozen split; train=DEV, validation=VAL, holdout=HOLDOUT; GT_BASIS=generation_intent"
