source_id,media_id,original_filename,relative_path,sha256,group_key,group_id,sample_role,event_label,split
75,IMG_007593,075_pov-b1-0075-p02-cross-single-boundary-line-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007593.png,cd5e8f47b91c0c7e5051d1f9bb5e6a95ec02a197a66bfb234ef886b385d6ce63,p02-cross-single-boundary-line,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,positive,1,train
76,IMG_007594,076_pov-b1-0076-p03-span-two-bays-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007594.png,52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
77,IMG_007595,077_pov-b1-0077-p03-span-two-bays-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007595.png,0ddfb6a09f8662e7595e38a59a11e263ab12ee5213023f354cbac9967695bfe1,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
78,IMG_007596,078_pov-b1-0078-p03-span-two-bays-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007596.png,bc03f36807589c4be82b7bf696647d45a5cabcf0d4dd3cbf8799882ef02364f9,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
79,IMG_007597,079_pov-b1-0079-p03-span-two-bays-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007597.png,94784a1913e0d6b7b680039795a0a192edb8f74a1140dbb8cf37924fd2ae8552,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
80,IMG_007598,080_pov-b1-0080-p03-span-two-bays-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007598.png,3187844b1789cf8fd2e859424b78e02d7d817e0a8d2ac2a9954625abfc217217,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
81,IMG_007599,081_pov-b1-0081-p03-span-two-bays-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007599.png,b7394782827a2372ed408429b1a7339ece7e7f20b9430d4f004e813f883cb25b,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
82,IMG_007600,082_pov-b1-0082-p03-span-two-bays-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007600.png,147b1ce8bc187f91a764a1d6a0623ba510018a68463cfe2857bbcc3e5d3d441c,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
83,IMG_007601,083_pov-b1-0083-p03-span-two-bays-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007601.png,635e5c52f6a69bbc108df9de7227484b8c42d9aa6b9d3b76fc996483594c806c,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
84,IMG_007602,084_pov-b1-0084-p03-span-two-bays-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007602.png,98386e15dc5ef41f7e2573e8e5048834d0a4205aa29fc88875d3601fde598d34,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
85,IMG_007603,085_pov-b1-0085-p03-span-two-bays-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007603.png,7c54e1ed5972188c181242becb7170c5f33bb966e7bca852ce209dadfe278bf4,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
86,IMG_007604,086_pov-b1-0086-p03-span-two-bays-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007604.png,f47a7280a736261000a58516cc98a8f372f6be8585e03dc6e457a119b2b979f1,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
87,IMG_007605,087_pov-b1-0087-p03-span-two-bays-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007605.png,c1754715bfe0726147d8f5cc7b2fbdb6a626cfe80773d6d5b5907af8f2d2f8a0,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
88,IMG_007606,088_pov-b1-0088-p03-span-two-bays-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007606.png,4c3161d0c72cc8aeffb0971eb4e719d82827cf4627386e3d07f770270aeb547e,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
89,IMG_007607,089_pov-b1-0089-p03-span-two-bays-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007607.png,9198d82b32dfc866408f596923e69bbd70c793c65b30499bff36617ae060a6af,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
90,IMG_007608,090_pov-b1-0090-p03-span-two-bays-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007608.png,df6ffb2e8589f7942fa241c23f9e218430e62660aeac09d6575dbe50a0f14bfe,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
91,IMG_007609,091_pov-b1-0091-p03-span-two-bays-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007609.png,236d951dfc01322bc9d3b60bed45858069e40ae2fa1796feba4c08e312f9274f,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
92,IMG_007610,092_pov-b1-0092-p03-span-two-bays-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007610.png,16cf61f70daa8b8dbc7c1432b2ce9dad8e9d6bf9e68bcbd068f50e8368f872e6,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
93,IMG_007611,093_pov-b1-0093-p03-span-two-bays-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007611.png,35a5959bc49b68d1c99d3b86dd493860ee4d8ec8bbfc852d8a8ca0f9cbe56363,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
94,IMG_007612,094_pov-b1-0094-p03-span-two-bays-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007612.png,b53ab51e67c6e4ca7a8e02874469dc3c0b7563c0d08cf91ec0c0e9c0d18f0af1,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
95,IMG_007613,095_pov-b1-0095-p03-span-two-bays-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007613.png,cee5d2e3ead7b33fa83e56cf17f64e77c7d456882e83467b84fae061dc036b51,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
96,IMG_007614,096_pov-b1-0096-p03-span-two-bays-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007614.png,cfe67b86fa6c9a46c86855b7de812fb8c9b39be7d159d078b04308888371e80d,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
97,IMG_007615,097_pov-b1-0097-p03-span-two-bays-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007615.png,5eaac191f6729fbb18f737c783ad7bb3124a9e7f06cb80f33e551e64c84e8641,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
98,IMG_007616,098_pov-b1-0098-p03-span-two-bays-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007616.png,a69fa502b5e9eb5e6ef18a7c94eb7b3c4dad756ca5ff53f40beb6b795eea4da1,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
99,IMG_007617,099_pov-b1-0099-p03-span-two-bays-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007617.png,bb9f96e8a24c76741e99cbcfb0bb0bbec45c15a731eb4003a50a8b49fc72be18,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
100,IMG_007618,100_pov-b1-0100-p03-span-two-bays-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007618.png,6b12a21764a9da63e68da431b4bdb4b7836ab76c7d96f60b60002bf740d2491f,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
101,IMG_007619,101_pov-b1-0101-p03-span-two-bays-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007619.png,96068846cd98ccfc95d2aad4e65ee6718638ee5bd1f4ef276ea33aedae784922,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
102,IMG_007620,102_pov-b1-0102-p03-span-two-bays-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007620.png,aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
103,IMG_007621,103_pov-b1-0103-p03-span-two-bays-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007621.png,eb6200cb0efdaaac1b287d90fdf2a072c34eef2b48f330970cc61c1227f35846,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
104,IMG_007622,104_pov-b1-0104-p03-span-two-bays-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007622.png,53076af66f4c910fb59448cdc0738959ec7a3e718f1d5013b4421e0abc6c5b15,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
105,IMG_007623,105_pov-b1-0105-p03-span-two-bays-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007623.png,7bf6aa850dc0520e8d02c59a3aab66a37a31bfd7f1d1eca004e3e989ba5d004b,p03-span-two-bays,POV_PARKING_B1_P03_SPAN_TWO_BAYS,positive,1,validation
106,IMG_007624,106_pov-b1-0106-p04-angled-footprint-outside-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007624.png,fe4a1125cb54c30c5657209dbea5bc368eeeffe7eb88d45f0d82204b00f9fb01,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
108,IMG_007625,108_pov-b1-0108-p04-angled-footprint-outside-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007625.png,e7c7bd212781804936bff65cc7ed0cad0a653f2cc430b564913ce69b616d3a36,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
109,IMG_007626,109_pov-b1-0109-p04-angled-footprint-outside-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007626.png,aa93382d3872cf38843388e36afd0119a8d72e98e4244118048a828abba47f0a,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
110,IMG_007627,110_pov-b1-0110-p04-angled-footprint-outside-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007627.png,49cba4d81c65ef25e6adebf7b51ea66a5e0229d582f27a4ae33f55e48b414500,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
111,IMG_007628,111_pov-b1-0111-p04-angled-footprint-outside-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007628.png,d70d29a03cb7a3fe66c89380722ea1fb6fee174eed80ca387387a76af7577740,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
112,IMG_007629,112_pov-b1-0112-p04-angled-footprint-outside-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007629.png,53818a58bd837a7eeb47ab89faa4ec39cc1639cc427f0d00b5a1df855feba3e6,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
113,IMG_007630,113_pov-b1-0113-p04-angled-footprint-outside-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007630.png,03913887613c765ce4bb7bb203098fb0e3c77ab0d4725b30b0733627df4dda75,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
114,IMG_007631,114_pov-b1-0114-p04-angled-footprint-outside-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007631.png,784600ca7044bd7f92aa9156ed36f1f2c775890674a1447f9263daeca1fcdc13,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
115,IMG_007632,115_pov-b1-0115-p04-angled-footprint-outside-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007632.png,8d02e4293f08791f1d393e8cc019802bdd83fad732be8cd72d22d722364d306c,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
116,IMG_007633,116_pov-b1-0116-p04-angled-footprint-outside-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007633.png,e10f3551915ec8663fee19a9e40c0f7bdb5e4d479c02b5f0677ae1ab75898e53,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
117,IMG_007634,117_pov-b1-0117-p04-angled-footprint-outside-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007634.png,a78e65dd12331a2134dfdd5400b7e3b4ae70c229265bd8be27b66107f2629770,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
118,IMG_007635,118_pov-b1-0118-p04-angled-footprint-outside-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007635.png,28fae86953947d31b4608a02225f1ceb9e247b87ace70fb69e48403fba99eb71,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
119,IMG_007636,119_pov-b1-0119-p04-angled-footprint-outside-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007636.png,0112e7900c62224dc550afd0e020538a838d9e99bcbace0e6b6c152e5f744988,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
120,IMG_007637,120_pov-b1-0120-p04-angled-footprint-outside-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007637.png,aaed8f87b10e95beae05ff6f909e4359fab1b60944b7725298af180943975ae2,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
122,IMG_007638,122_pov-b1-0122-p04-angled-footprint-outside-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007638.png,3040ce8409df35a1503df1f0b924b9f113c68b95ff51b5200567903b55172e4a,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
123,IMG_007639,123_pov-b1-0123-p04-angled-footprint-outside-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007639.png,29751edc722a515f66f3eebc0ebec13ff61cd907509c089245064865004f9f7b,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
124,IMG_007640,124_pov-b1-0124-p04-angled-footprint-outside-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007640.png,9b8878f47b72f63e7e5c44697c0167a1a885211e736bec3a500d2f4a41f34ca2,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
125,IMG_007641,125_pov-b1-0125-p04-angled-footprint-outside-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007641.png,9d491f3d3ff3f01d8bccf586785493f25bcd52a60104c6be7f4ce496674e63bf,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
126,IMG_007642,126_pov-b1-0126-p04-angled-footprint-outside-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007642.png,0e789f4a7772487609238a3cc4e05db88429834b06d22bf29b97546184e47981,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
127,IMG_007643,127_pov-b1-0127-p04-angled-footprint-outside-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007643.png,e7c5feaecd7038f95cd9975768ca70843082c4e1c3962e5cf4b3c3bd15327d86,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
128,IMG_007644,128_pov-b1-0128-p04-angled-footprint-outside-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007644.png,1059ab4a00bd615a866389b6fb68f64782dc13698d14f6bb344514f71c58b7ea,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
129,IMG_007645,129_pov-b1-0129-p04-angled-footprint-outside-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007645.png,17eca2f5c9c4113a83e593d398a0d4cef301c08d8b85a2ee6207f9f6d6801c51,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
130,IMG_007646,130_pov-b1-0130-p04-angled-footprint-outside-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007646.png,bf555a51d60a01737ce8e94cfc3a259113a12e4aec96f89eb5b42abc8d4fd0c9,p04-angled-footprint-outside,POV_PARKING_B1_P04_ANGLED_FOOTPRINT_OUTSIDE,positive,1,holdout
131,IMG_007647,131_pov-b1-0131-p05-multi-vehicle-at-least-one-violation-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007647.png,acb8803cbfb955dc0a72690c938c86f7ca8a561fcce3ede8e58514f288819b02,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
132,IMG_007648,132_pov-b1-0132-p05-multi-vehicle-at-least-one-violation-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007648.png,2c4bbbf931299b88f97710ca859b17807cee73231eac4a0dc32c344d57e2b415,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
133,IMG_007649,133_pov-b1-0133-p05-multi-vehicle-at-least-one-violation-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007649.png,310499ed3c9550849ae6784061779b520f92c9367709d996fa98d4966d2261e8,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
134,IMG_007650,134_pov-b1-0134-p05-multi-vehicle-at-least-one-violation-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007650.png,707813ea7a7b2f00c73a07b4bda1a6467a0e6390bba6dfa883b1831d9dbd2739,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
135,IMG_007651,135_pov-b1-0135-p05-multi-vehicle-at-least-one-violation-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007651.png,47d4eb825dadd64d74981785a3b057daf44143f2aa3115781da47922cbc8a7e5,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
136,IMG_007652,136_pov-b1-0136-p05-multi-vehicle-at-least-one-violation-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007652.png,051cf35297a38c1ad2ae3f3ff27c6de0d70e34101e77d06e4526557ab1c25d2c,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
137,IMG_007653,137_pov-b1-0137-p05-multi-vehicle-at-least-one-violation-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007653.png,4013ad94646bf8980504bf5cd6d53caa1f838a33e7a64fe559e863b8f210db38,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
138,IMG_007654,138_pov-b1-0138-p05-multi-vehicle-at-least-one-violation-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007654.png,cb02df1970bfbfef7fc91fa5f26b649261b1a0abc993a9e7d138eeae709aed0b,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
139,IMG_007655,139_pov-b1-0139-p05-multi-vehicle-at-least-one-violation-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007655.png,f2ae84613c6081fd7ad6517c3b54aee12af12e9ea22e99b023d785c59c2bbf84,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
140,IMG_007656,140_pov-b1-0140-p05-multi-vehicle-at-least-one-violation-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007656.png,3490ca5ba3b4a7be56d614e5c2d17056dcf630fd3160b6e42bb27c6136473f3a,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
141,IMG_007657,141_pov-b1-0141-p05-multi-vehicle-at-least-one-violation-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007657.png,2e420db62aa2008e456652b76f3554fdaa62afb939fe471a1662e1543ae8ca21,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
142,IMG_007658,142_pov-b1-0142-p05-multi-vehicle-at-least-one-violation-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007658.png,b342ab3fa54b278ed3df9f1422768a78ef039394c61b9e83f29c4ed8df3c5e92,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
143,IMG_007659,143_pov-b1-0143-p05-multi-vehicle-at-least-one-violation-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007659.png,5d508341af52912d206632c94b9f5d63c601f83c6f2cbe70d93800c78ed5d59c,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
144,IMG_007660,144_pov-b1-0144-p05-multi-vehicle-at-least-one-violation-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007660.png,28741c9d963fc398840356cb9879899e39b0a9f669eae247ae203c416a7e9b93,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
145,IMG_007661,145_pov-b1-0145-p05-multi-vehicle-at-least-one-violation-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007661.png,beaa3b6552e92a51eb1e0fd521dd742306700cd09b1fa722e379806b8f9c3cc0,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
146,IMG_007662,146_pov-b1-0146-p05-multi-vehicle-at-least-one-violation-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007662.png,3a1547f1a5538972cf11f0076c703ad9d88591700a9290af3498a834d3b84437,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
147,IMG_007663,147_pov-b1-0147-p05-multi-vehicle-at-least-one-violation-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007663.png,3eed2e840fd7b20730d7f7010d3848aa8d53558a787a560618d847ecdbe4117d,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
148,IMG_007664,148_pov-b1-0148-p05-multi-vehicle-at-least-one-violation-front-right.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007664.png,85c36cc890c4d967ee2f83a7432a00c10149a7a1522c1f7569ed776bf178417e,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
149,IMG_007665,149_pov-b1-0149-p05-multi-vehicle-at-least-one-violation-front-center.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007665.png,99acaa870bcf567c9b87e27d38c472d6eae743614657842a19deed195379630b,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
150,IMG_007666,150_pov-b1-0150-p05-multi-vehicle-at-least-one-violation-front-left.png,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007666.png,3aeb8a3d21872dc16afdd993b57ec38ee97a8077bb59179c724bd1176d3f82f7,p05-multi-vehicle-at-least-one-violation,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,positive,1,train
