media_id,selected_rank,image_path,bbox,view_a_sha
IMG_007492,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007492__r01.jpg,"[398.496,338.106,1154.373,723.802]",c03005fc61852e9651cad3c97f077dd481daf31266d2eec3d2b4f5a3ee359d5f
IMG_007492,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007492__r02.jpg,"[892.487,343.027,1452.46,618.696]",3816aeda721ee142168a97438af49f9cf5e892c96bf05e05d95532b3768dd0ac
IMG_007494,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007494__r01.jpg,"[743.146,331.045,1177.482,694.798]",097383256291e453dc485d40e157f61723d5b790f0db32756f36cc16710e7f4d
IMG_007497,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007497__r01.jpg,"[1364.794,384.988,1918.879,725.374]",39baad3a3552e2185d5bfa16ad57bd94e63d193a315ee155ce3399d2d838f692
IMG_007497,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007497__r02.jpg,"[703.04,338.367,1172.553,733.805]",b40a7f1a31533fe87aa741c9260524099a111df9664ae8b006b888011e94c588
IMG_007498,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007498__r01.jpg,"[195.403,158.318,1249.869,762.603]",61b79b35a9ad41cdd35987c1ff0db34a0e22941197f793dc7e764023a07cee26
IMG_007498,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007498__r02.jpg,"[903.553,202.154,1663.08,573.528]",877da839cc05c0e851de67d59549bdc9b926468b520730868065949aa0284806
IMG_007499,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007499__r01.jpg,"[699.854,223.559,1506.365,673.81]",e3335d77d43c4217d680736c304e74b2502fcd44ba6cadc74ab407a184aab2c3
IMG_007500,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007500__r01.jpg,"[692.223,199.36,1215.208,626.481]",96488e1f100abc000d9e3aef621fc8c844d647fd2787ee6a341acd16eca19d55
IMG_007503,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007503__r01.jpg,"[645.771,180.534,1238.267,697.031]",c3f390e83b4f47640ac0cbb4171b8660db33d21cb3ae53db54e2025aa948e969
IMG_007506,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007506__r01.jpg,"[740.173,244.005,1159.968,665.169]",b153c2b12ed2cc28ba7c0939373131453da6dea6b1874d2534f9f4d76ea9b793
IMG_007507,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007507__r01.jpg,"[630.403,267.004,1424.936,720.677]",9d4e21c4de7a1e01aabfdda010cfb6dc114cf60281ad2b85a4e27258b3550ecf
IMG_007508,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007508__r01.jpg,"[559.88,257.083,1334.179,714.581]",daad89e47986ba145f7f3b149bd9d5980f573f906239b7bc5529aa15ebde5a11
IMG_007508,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007508__r02.jpg,"[562.74,261.662,1335.563,713.725]",f512196715462da12a9d1b2992f26d5d4136e0734752e73309ef578fbc5403eb
IMG_007509,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007509__r01.jpg,"[568.444,153.5,1377.98,784.271]",add1f4206179bc772c3b605cc5ece19e34ad41d1d5abcc1f83340c4c2bb31f18
IMG_007511,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007511__r01.jpg,"[510.322,181.009,1654.669,842.286]",d7252294ce6d32aaf25410a6d84d9e1b0f865cadf36f5f69e46b1bf65c3a3b15
IMG_007511,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007511__r02.jpg,"[510.402,182.701,1647.532,842.291]",14b314beb42f2718c3263db96567ac9f0846ecbd7583bb5f577f4fc4f59c7256
IMG_007512,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007512__r01.jpg,"[732.778,306.225,1215.495,710.322]",e3ad39862d5de6547ec2b9ecd8dfb512edb1b2f762a088cb8ae8cb6d97a34d22
IMG_007514,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007514__r01.jpg,"[406.292,135.954,1308.8,624.859]",31ef5db039683e43dd0b2ac5813969b26d12ac59ec46bbb5b1a8d2f93dfd0608
IMG_007516,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007516__r01.jpg,"[609.194,250.459,1552.464,770.636]",bef72abfb3e4cfcc04387f56818c57e136f793241cb0f27df0f0a9980b3f8e76
IMG_007517,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007517__r01.jpg,"[471.399,231.822,1427.627,742.28]",53edeabf3db083b7cfc7870d5e8b247d6875fa755255fdd0e5b319e3d53fc384
IMG_007519,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007519__r01.jpg,"[634.997,223.421,1388.378,634.146]",07ad34be557b6297f295e5570bc1f39639736f107d768e6aaad7c602149c38f8
IMG_007520,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007520__r01.jpg,"[802.663,224.331,1324.654,643.942]",d0f7cb66eb1e9c4a35cdf86fdeb683e626fc186f4450bda2d86b66082bfacd72
IMG_007521,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007521__r01.jpg,"[381.357,210.344,1002.992,585.825]",954c6a9d8217bc6a8d77ab8671b77713fddb411f718467f06a4683537615c5ac
IMG_007527,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007527__r01.jpg,"[724.569,146.576,1432.192,620.796]",e35181e40a0a7041d5640d3176c2f73a9e968b242dcf3b2ee799970b74e74a21
IMG_007527,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007527__r02.jpg,"[725.491,147.813,1433.786,620.553]",0ecf0368a2b1362bb3341a5840c7192141ffdb7d046257a79e33ee0e22db463f
IMG_007530,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007530__r01.jpg,"[436.324,136.107,1098.456,497.295]",1538f8f3ff103ecb9258b58c900a8dddb3c2ffab844d010a87373e699c0ba035
IMG_007530,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007530__r02.jpg,"[436.42,137.121,1097.066,495.519]",d6de98d42aed25f6b689b3a955eaa3fdbc2f27dca6bac48a0dad64f3e7321ed4
IMG_007531,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007531__r01.jpg,"[1043.694,207.497,1577.75,555.698]",cb8723668024e75a143c8193ecdb6aad4e3aa86d31f58743a99e7055b65b0251
IMG_007533,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007533__r01.jpg,"[249.751,123.825,852.259,470.224]",f54836adb1998f1c35700e61fd1a5e783c624ba5c5e53cdab39c944386fe7c39
IMG_007534,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007534__r01.jpg,"[353.189,266.558,1050.277,618.707]",5c0cc9b400f0fa16f948a3ff245d1880f65258223a759c7f7a25d31973d98b92
IMG_007539,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007539__r01.jpg,"[363.173,200.984,1006.229,545.801]",115666eee049cb5d336438b08018cd06038adaaa2680cbc065f22c4ad775aaaf
IMG_007541,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007541__r01.jpg,"[713.191,332.483,1104.185,656.397]",38cd9c1fe36a1ea22300ad1d9f34af29a4d81d9d9f76d6db00cb2b11e8d6bb36
IMG_007542,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007542__r01.jpg,"[369.182,263.367,1128.34,668.339]",96df622ee82f3d4735de2665c73569cd307ef8011150bd9a00147c5d66e64d91
IMG_007547,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007547__r01.jpg,"[343.408,82.047,1078.945,560.339]",1137de8c8cce2e9ab3ba376f661f64f356103c8b613333201a0e9f1ef2a1b1c6
IMG_007548,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007548__r01.jpg,"[624.302,255.076,1332.223,630.747]",2d2e63aac7f1afcda8fcf5d4d3cbd5e0ff563716e0048c017f6f60c3daafb9a7
IMG_007549,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007549__r01.jpg,"[419.03,242.554,827.118,606.557]",f2516b3bc18e7ac036683264e486139f29c27d782acc204f86149b4641bb6ce0
IMG_007552,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007552__r01.jpg,"[725.236,171.556,1150.217,569.183]",72c2d4bb0db08eb295c6289570bbf2cadeb7959780496f5e2a264b9a6c479dc0
IMG_007554,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007554__r01.jpg,"[394.795,167.425,1090.131,641.783]",1d9892a1b88e6e4dcc6820f3243f56704f811d6c432797d3132411f747f63f24
IMG_007555,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007555__r01.jpg,"[571.012,214.218,1097.829,680.683]",c3cc54a9dd7344b102e2bef0cb055df339eef1cf2803534a3ad70a2ed8c53076
IMG_007556,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007556__r01.jpg,"[299.703,248.408,1034.093,702.677]",e016c63999c1246924a68f9a4dcd50b67f456ff0c615c875efd8abef0c7a78d0
IMG_007556,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007556__r02.jpg,"[298.809,247.915,1031.182,702.985]",4a5dda3c86000a5ae59c1dfbe45b89bb46db0ac3f6b1a3d19563001df821d647
IMG_007558,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007558__r01.jpg,"[566.038,286.195,1110.689,607.325]",2c8399e8333527508f92d2b51d1a1bbcbca27fd914eb2199f308ed7ed398b637
IMG_007559,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007559__r01.jpg,"[596.395,39.437,1402.525,676.523]",aed7926491815f73727035f0dd2dc5cbe4f58650a717fe475f5483d0ae2944fe
IMG_007560,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007560__r01.jpg,"[320.403,117.597,1263.736,721.316]",127e8884178d8ce5dca064a3f1758bfa82172ec6ad0844b033a3edf52d6c502e
IMG_007560,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007560__r02.jpg,"[984.901,211.633,1692.174,521.444]",095fc31f28f7e50a6422135ba2410e90856236da9d706afb31bfd13409817a36
IMG_007562,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007562__r01.jpg,"[609.445,247.62,1257.898,756.398]",bdc72cba4ec4301f022db72a179b2c805b1a9b47c3294645fdf510b1b80b664d
IMG_007564,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007564__r01.jpg,"[412.416,73.489,1457.079,807.27]",235d791d3cfdaafb169457523bbfb11bb7d7fe0aa538fd477e28eec9c5a68284
IMG_007571,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007571__r01.jpg,"[590.662,1.887,1350.441,583.956]",4a7b5fc2823158b5ff85d5f13c477b40b8e46227b31b2bba02bcc80208789b38
IMG_007575,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007575__r01.jpg,"[285.395,87.287,1480.545,852.563]",9043ef8a2868978b6761f18093b398eb8e6c47b71610bcb44d63bc9ee51970dd
IMG_007577,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007577__r01.jpg,"[577.071,40.053,1149.483,654.855]",07296434737e9dc32d48346c2a99aa1615084691ee1d7ce13da98e4352f9ab8e
IMG_007577,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007577__r02.jpg,"[577.643,42.896,1149.776,652.768]",a1da9cb595c48c0dde4647f02d9b8fc3719a2e1f918c81a02e9d688af80e05d0
IMG_007580,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007580__r01.jpg,"[551.041,4.357,1377.091,662.712]",2ea6bddb8fed52c37b6ac356a7f69678fef813e4fbf020bab61f206746194173
IMG_007581,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007581__r01.jpg,"[439.831,47.233,1591.67,704.838]",7c68449f9707ca95debfc3cecfe035a1c8dcd14a47665009691ec2a8f007614a
IMG_007581,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007581__r02.jpg,"[444.56,47.508,1587.263,709.069]",28468e7f59035e145f6946cf09934ae90bb649d8ff40da3b715dad3e07aec9c3
IMG_007584,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007584__r01.jpg,"[392.281,41.62,1291.253,681.438]",9c7a520c288a036f94310a84c76181cce4b5a9752c95cbe9c8391b56520730d2
IMG_007585,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007585__r01.jpg,"[353.453,188.102,1467.875,872.877]",47177d2b2fd2c088d06e1026f4b74e2c3df402d0f906c2f8908b108a43b5c168
IMG_007585,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007585__r02.jpg,"[1246.44,237.246,1918.488,569.635]",2dc59ad0e9f5038af8a64f58dde66176a42928bd0b949894f4645a56edba8062
IMG_007586,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007586__r01.jpg,"[320.449,32.148,1323.248,767.592]",d4aa27eae6f2c4d2065b7ec00b68753249a00f012c73046046485be40b1ac123
IMG_007587,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007587__r01.jpg,"[305.6,132.344,1397.741,867.779]",65c2ccf8eaf40e7ef81947bb6475c963bb06e3f9ed3e71e76a241834da5b1eb6
IMG_007587,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007587__r02.jpg,"[156.151,100.761,617.095,405.279]",beae8ffb5352cb9b2444ab9564602c274bf004058bd415b285fbf7e94abda50f
IMG_007588,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007588__r01.jpg,"[434.959,90.67,1552.595,802.582]",cb99ee14e6302d8a31340f1c9e29264eb0187c367323a9c639d7745419de5ff0
IMG_007588,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007588__r02.jpg,"[439.904,93.316,1552.27,800.425]",5b9b585e7c549b63103c07de76683e74ba43f8b70aafef542127de1f11cc833f
IMG_007592,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007592__r01.jpg,"[477.548,127.106,1310.586,734.773]",0777fd7e3a683741a0c0457b5c235e0b20c6456d0dc7735695457d4284b2d49a
IMG_007593,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007593__r01.jpg,"[378.612,50.12,1422.04,658.557]",d3c35317ca0c6d047d3d4dd9e5d83971e9c79943d1715cccb4ce181b10bc3919
IMG_007594,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007594__r01.jpg,"[655.293,249.462,1232.353,718.4]",5fce67c09285b8fc64ff0695570f84c003cb59cd4422c60c24221433066b3775
IMG_007598,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007598__r01.jpg,"[493.96,198.591,1351.476,703.927]",964057b3f7dc42f0b7072ddc660013ad752d5e9504603c600518138ed1f008cc
IMG_007601,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007601__r01.jpg,"[465.054,22.062,1428.156,685.538]",ff8c1bf68d299531faeea4b12ba7451d3a61a54b7b4763dfba20e5fc68d8fda0
IMG_007602,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007602__r01.jpg,"[496.297,70.401,1396.738,605.756]",57a40fc0506adba3cff6d5fc8ab42e366c98d60145232e5bc8b639349dba5c71
IMG_007603,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007603__r01.jpg,"[711.747,137.923,1271.456,694.856]",a656b057e6a32a7c99733a67b3a821c48a81a59a5a69a67e9eed0d50396ebcc6
IMG_007603,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007603__r02.jpg,"[712.553,139.152,1272.169,694.97]",a656b057e6a32a7c99733a67b3a821c48a81a59a5a69a67e9eed0d50396ebcc6
IMG_007606,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007606__r01.jpg,"[603.491,129.418,1328.072,763.184]",884165670f5874ec31773bf25a84c42bfdcb106819f5b9e246eaeb9a952e03b7
IMG_007606,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007606__r02.jpg,"[1593.393,251.613,1918.607,593.914]",3f19d8b5adcd620b58dd534c7158f556d5a3dd7effc3a190ddf43bc140f0a568
IMG_007608,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007608__r01.jpg,"[497.487,68.458,1465.316,671.169]",acd04b37b2d600f8935a43393e5054278ca072930a206c17e8ab5c9bc7c52030
IMG_007609,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007609__r01.jpg,"[637.038,231.23,1265.571,721.881]",e362ae6b3ff08e3856861c0fb08174be2e00e6addc84bd813083c0db001a6999
IMG_007611,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007611__r01.jpg,"[561.017,272.086,1188.263,695.831]",a21b217887447e161a97b51cb8100f8d870a3dce0be0de36d8fa5d15175ac6d0
IMG_007612,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007612__r01.jpg,"[651.083,232.256,1236.662,695.594]",9500f3598b9b4936a0a2478e459035d7dff0068bd42245ab79e8d63d5e98c9f4
IMG_007614,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007614__r01.jpg,"[544.127,70.31,1386.173,681.216]",586c42259a857223df740089e01013fd6dbf06e732b39e7693bd26e8f886a1e0
IMG_007617,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007617__r01.jpg,"[605.173,195.178,1237.908,651.629]",14e0be9a073613eff7bcdfe32f8d5121e4d3a43d66a23dfa970229acc5072c4f
IMG_007618,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007618__r01.jpg,"[722.511,241.188,1294.337,681.878]",1ec0523072c71966c3f42fe7c8bd18e2555e486fb4f675711368171297cb6a10
IMG_007626,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007626__r01.jpg,"[488.829,137.982,1299.594,750.641]",f90e174ef486b640046507b405ae37244f6b5628e69f04ce03db5b0909f9fd5b
IMG_007627,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007627__r01.jpg,"[387.204,46.707,1467.393,783.378]",592c1b27c3f73d9e49687ea82e572822c1599340c567a74f947df558cabf39a0
IMG_007631,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007631__r01.jpg,"[491.982,137.963,1375.536,727.694]",9131fe1deba78b3fced7e2e1e43616a4e295aa88d68ab293a6c76061ec0990aa
IMG_007632,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007632__r01.jpg,"[448.046,277.477,1247.289,793.136]",467436eb252ae4a0aa3aac02d24f622490916b6bad974d46a7786c06ffa34804
IMG_007634,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007634__r01.jpg,"[413.528,223.02,1458.446,793.031]",828c922996e7922efb0cdb2ae947374619e92442ded110c4e9e0d35446b40411
IMG_007634,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007634__r02.jpg,"[414.645,223.422,1458.743,793.222]",6180a1d56aeac124a2d26bd77cf5a9dc74756a001512ff854d830645d9dd3ce6
IMG_007635,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007635__r01.jpg,"[411.355,197.678,1299.987,813.062]",19902e930834e18c160e415646bc7349490937b7fbeb68e8071349444534dfc1
IMG_007637,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007637__r01.jpg,"[533.467,184.688,1411.861,729.577]",bcf03a1120a2b680ae6e0763833fdcc3942708b40e97353f5943a95a02185c4c
IMG_007642,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007642__r01.jpg,"[530.415,127.916,1570.385,768.274]",bc474adbac85037af93989a67ec9bc500a7b40b38f6ce37246bb320a7cfa4227
IMG_007642,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007642__r02.jpg,"[1232.771,165.693,1918.401,646.346]",54a2ad775c83ebf6011ffa671af90ea17d36a54a26291023de1203b1007a3371
IMG_007643,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007643__r01.jpg,"[557.703,267.105,1320.616,769.659]",8cb173e7280274ee2366ac314fe8eb9c2643fd6c11f3f635780748ae16eb7a8d
IMG_007646,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007646__r01.jpg,"[341.617,113.203,1518.168,749.509]",87e4e2009cff897263d5ff0590c65c03f9589abdc92092cac5f344398113f01d
IMG_007647,1,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007647__r01.jpg,"[644.087,92.558,1237.847,586.53]",3286bd81515e532b7484a48055c8a76f02601bfec23d58f5538d46240003bffe
IMG_007647,2,/home/yanbo/net_vlm_parking_p4_clean_v2/27_parkscope_qwen_stacked_fusion_p4_bytefrozen/_local_view_a/IMG_007647__r02.jpg,"[1397.381,174.177,1918.862,531.102]",4676112c341047128c7d3940dc9ada52fed70a2de8b33d213386800b33cb6fd1
