error_type,source_id,media_id,group_key,sample_role,v1_2_gt,evaluation_scope,model_label,evidence_type,reason,status,protocol_success,latency_seconds,relative_path,error
MODEL_UNCERTAIN,231,IMG_007470,n04-parallel-bay-correct,negative,negative,primary_binary,uncertain,insufficient,image is too blurry to reliably judge parking-space relationships or vehicle positioning,ok,True,17.254787,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007470.png,
MODEL_UNCERTAIN,237,IMG_007476,n04-parallel-bay-correct,negative,negative,primary_binary,uncertain,insufficient,image blur prevents reliable judgment of parking-space boundaries or vehicle alignment,ok,True,22.96195,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007476.png,
MODEL_UNCERTAIN,240,IMG_007479,n04-parallel-bay-correct,negative,negative,primary_binary,uncertain,insufficient,image quality is too low to reliably judge parking-space relationships or vehicle positioning,ok,True,23.169388,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007479.png,
MODEL_UNCERTAIN,241,IMG_007480,n04-parallel-bay-correct,negative,negative,primary_binary,uncertain,insufficient,parking lines are not visible and vehicle alignment cannot be reliably judged,ok,True,23.184382,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007480.png,
MODEL_UNCERTAIN,243,IMG_007482,n04-parallel-bay-correct,negative,negative,primary_binary,uncertain,insufficient,parking lines and space boundaries are not clearly visible; vehicle positions relative to defined spaces cannot be reliably judged,ok,True,22.787059,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007482.png,
FP,295,IMG_007334,hn01-gate-queue,hard_negative,negative,primary_binary,positive,severe_angle,"The white sedan is parked at a severe angle, crossing the parking lane and intruding into the adjacent driving lane/aisel, creating a material obstruction.",ok,True,16.644029,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007334.png,
FP,299,IMG_007338,hn01-gate-queue,hard_negative,negative,primary_binary,positive,severe_angle,"The black vehicle is parked at a severe angle, crossing the parking lane and intruding into the adjacent driving space, creating a clear obstruction.",ok,True,23.693724,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007338.png,
MODEL_UNCERTAIN,306,IMG_007345,hn01-gate-queue,hard_negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably; no clear evidence of substantial violation visible,ok,True,22.775066,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007345.png,
FP,307,IMG_007346,hn01-gate-queue,hard_negative,negative,primary_binary,positive,severe_angle,"The black vehicle is severely angled across the lane, intruding into the space occupied by the white vehicle and materially blocking the driving aisle.",ok,True,16.788666,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007346.png,
MODEL_UNCERTAIN,331,IMG_007370,hn04-large-vehicle-compliant,hard_negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably; no clear evidence of violation visible,ok,True,17.508035,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007370.png,
MODEL_UNCERTAIN,335,IMG_007374,hn04-large-vehicle-compliant,hard_negative,negative,primary_binary,uncertain,insufficient,image too blurry to reliably judge parking-space relationship or vehicle alignment,ok,True,22.52248,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007374.png,
MODEL_UNCERTAIN,336,IMG_007375,hn04-large-vehicle-compliant,hard_negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably; no clear evidence of substantial violation visible,ok,True,21.876045,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007375.png,
MODEL_UNCERTAIN,338,IMG_007377,hn04-large-vehicle-compliant,hard_negative,negative,primary_binary,uncertain,insufficient,image too blurry to reliably judge parking-space relationships or vehicle alignment,ok,True,23.211831,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007377.png,
MODEL_UNCERTAIN,339,IMG_007378,hn04-large-vehicle-compliant,hard_negative,negative,primary_binary,uncertain,insufficient,image too blurry to determine parking-space relationship or vehicle positioning relative to marked spaces,ok,True,23.417468,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007378.png,
MODEL_UNCERTAIN,340,IMG_007379,hn04-large-vehicle-compliant,hard_negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably; no clear evidence of substantial violation visible,ok,True,23.46078,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007379.png,
MODEL_UNCERTAIN,352,IMG_007391,hn06-shadows-cracks-curbs-mimic-lines,hard_negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably due to image blur and lack of visible parking lines,ok,True,23.018516,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007391.png,
MODEL_UNCERTAIN,353,IMG_007392,hn06-shadows-cracks-curbs-mimic-lines,hard_negative,negative,primary_binary,uncertain,insufficient,parking lines and space boundaries are not clearly visible; vehicle alignment and spacing cannot be reliably judged to determine if any vehicle is substantially outside a normal parking space or occupying multiple spaces.,ok,True,23.143038,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007392.png,
MODEL_UNCERTAIN,355,IMG_007394,hn06-shadows-cracks-curbs-mimic-lines,hard_negative,negative,primary_binary,uncertain,insufficient,parking-space relationship cannot be judged reliably due to image blur and lack of visible parking lines or boundaries,ok,True,24.006811,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007394.png,
MODEL_UNCERTAIN,357,IMG_007396,hn06-shadows-cracks-curbs-mimic-lines,hard_negative,negative,primary_binary,uncertain,insufficient,parking lines and space boundaries are not clearly visible; vehicle positioning relative to defined spaces cannot be reliably judged.,ok,True,23.816931,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007396.png,
MODEL_UNCERTAIN,358,IMG_007397,hn06-shadows-cracks-curbs-mimic-lines,hard_negative,negative,primary_binary,uncertain,insufficient,image is too blurry to reliably judge parking-space relationships or vehicle positioning,ok,True,23.639799,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007397.png,
