source,row_index,audit_record
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,83,"{""image_id"": ""IMG_007702"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r0"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T02""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,84,"{""image_id"": ""IMG_007707"", ""observation"": ""Explicit visual decision: clearly visible vehicle enclosed by yellow reference lacks a cyan full-vehicle detection."", ""run"": ""r0"", ""status"": ""confirmed_detector_miss"", ""target_id"": ""T03""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,85,"{""image_id"": ""IMG_007712"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r0"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T02""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,86,"{""image_id"": ""IMG_007555"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T05""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,87,"{""image_id"": ""IMG_007555"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T06""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,88,"{""image_id"": ""IMG_007555"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T07""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,89,"{""image_id"": ""IMG_007555"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T08""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,90,"{""image_id"": ""IMG_007554"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T04""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,91,"{""image_id"": ""IMG_007531"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T03""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,92,"{""image_id"": ""IMG_007536"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T03""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,93,"{""image_id"": ""IMG_007547"", ""observation"": ""Explicit visual decision: clearly visible vehicle enclosed by yellow reference lacks a cyan full-vehicle detection."", ""run"": ""r1"", ""status"": ""confirmed_detector_miss"", ""target_id"": ""T01""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,94,"{""image_id"": ""IMG_007547"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T03""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,95,"{""image_id"": ""IMG_007527"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T03""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,96,"{""image_id"": ""IMG_007527"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T04""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,97,"{""image_id"": ""IMG_007527"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T05""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,98,"{""image_id"": ""IMG_007620"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T04""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,99,"{""image_id"": ""IMG_007620"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T05""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,100,"{""image_id"": ""IMG_007594"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T03""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,101,"{""image_id"": ""IMG_007594"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T05""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,102,"{""image_id"": ""IMG_007599"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T03""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,103,"{""image_id"": ""IMG_007601"", ""observation"": ""Explicit visual decision: clearly visible vehicle enclosed by yellow reference lacks a cyan full-vehicle detection."", ""run"": ""r1"", ""status"": ""confirmed_detector_miss"", ""target_id"": ""T02""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,104,"{""image_id"": ""IMG_007601"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T08""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,105,"{""image_id"": ""IMG_007612"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T07""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,106,"{""image_id"": ""IMG_007612"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T09""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,107,"{""image_id"": ""IMG_007621"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T02""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,108,"{""image_id"": ""IMG_007621"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T06""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,109,"{""image_id"": ""IMG_007621"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T09""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,110,"{""image_id"": ""IMG_007621"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T10""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,111,"{""image_id"": ""IMG_007606"", ""observation"": ""Explicit visual decision: clearly visible vehicle enclosed by yellow reference lacks a cyan full-vehicle detection."", ""run"": ""r1"", ""status"": ""confirmed_detector_miss"", ""target_id"": ""T02""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,112,"{""image_id"": ""IMG_007650"", ""observation"": ""Explicit visual decision: clearly visible vehicle enclosed by yellow reference lacks a cyan full-vehicle detection."", ""run"": ""r1"", ""status"": ""confirmed_detector_miss"", ""target_id"": ""T04""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,113,"{""image_id"": ""IMG_007655"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T05""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,114,"{""image_id"": ""IMG_007652"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T04""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,115,"{""image_id"": ""IMG_007652"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T05""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,116,"{""image_id"": ""IMG_007647"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T04""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,117,"{""image_id"": ""IMG_007665"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T04""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,118,"{""image_id"": ""IMG_007661"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T04""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,119,"{""image_id"": ""IMG_007626"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T01""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,120,"{""image_id"": ""IMG_007626"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T04""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,121,"{""image_id"": ""IMG_007626"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T05""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,122,"{""image_id"": ""IMG_007634"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T04""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,123,"{""image_id"": ""IMG_007634"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T07""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,124,"{""image_id"": ""IMG_007634"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T09""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,125,"{""image_id"": ""IMG_007635"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T06""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,126,"{""image_id"": ""IMG_007672"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T07""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,127,"{""image_id"": ""IMG_007672"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T09""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,128,"{""image_id"": ""IMG_007672"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T10""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,129,"{""image_id"": ""IMG_007672"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T11""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,130,"{""image_id"": ""IMG_007672"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T12""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,131,"{""image_id"": ""IMG_007672"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T13""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,132,"{""image_id"": ""IMG_007672"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T15""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,133,"{""image_id"": ""IMG_007672"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T16""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,134,"{""image_id"": ""IMG_007672"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T17""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,135,"{""image_id"": ""IMG_007672"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T18""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,136,"{""image_id"": ""IMG_007672"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T19""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,137,"{""image_id"": ""IMG_007672"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T22""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,138,"{""image_id"": ""IMG_007465"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T04""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,139,"{""image_id"": ""IMG_007465"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T06""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,140,"{""image_id"": ""IMG_007465"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T07""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,141,"{""image_id"": ""IMG_007465"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T08""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,142,"{""image_id"": ""IMG_007516"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T03""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,143,"{""image_id"": ""IMG_007374"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T03""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,144,"{""image_id"": ""IMG_007396"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T03""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,145,"{""image_id"": ""IMG_007340"", ""observation"": ""Explicit visual decision: frozen box appears to enclose a gate booth rather than a vehicle; retained in denominator as a disputed provisional reference and not called a detector miss."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T05""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,146,"{""image_id"": ""IMG_007702"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T02""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_reference.csv,147,"{""image_id"": ""IMG_007712"", ""observation"": ""Small, occluded, overlapping or ambiguous reference identity/localization; contact sheet insufficient to confirm pairing."", ""run"": ""r1"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""T02""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_detection.csv,1,"{""bbox"": ""[1647.361083984375, 308.47705078125, 1684.657470703125, 333.8198547363281]"", ""class_name"": ""car"", ""confidence"": ""0.4905909597873688"", ""dedup_status"": ""kept"", ""entity"": ""detection"", ""evidence"": ""Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match."", ""image_id"": ""IMG_007548"", ""match_status"": ""unresolved_reference_matching"", ""matched_reference_vehicle_id"": """", ""observation"": ""Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match."", ""raw_detection_id"": ""raw_0001"", ""review_medium"": ""/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_01.jpg"", ""reviewed"": ""True"", ""run"": ""r0"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""S001""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_detection.csv,2,"{""bbox"": ""[392.3701171875, 283.07025146484375, 453.6249694824219, 309.0006408691406]"", ""class_name"": ""car"", ""confidence"": ""0.25601881742477417"", ""dedup_status"": ""kept"", ""entity"": ""detection"", ""evidence"": ""Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match."", ""image_id"": ""IMG_007555"", ""match_status"": ""unresolved_reference_matching"", ""matched_reference_vehicle_id"": """", ""observation"": ""Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match."", ""raw_detection_id"": ""raw_0002"", ""review_medium"": ""/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_01.jpg"", ""reviewed"": ""True"", ""run"": ""r0"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""S002""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_detection.csv,3,"{""bbox"": ""[964.8949584960938, 212.20925903320312, 1168.403076171875, 287.3476257324219]"", ""class_name"": ""car"", ""confidence"": ""0.2875468134880066"", ""dedup_status"": ""kept"", ""entity"": ""detection"", ""evidence"": ""Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match."", ""image_id"": ""IMG_007554"", ""match_status"": ""unresolved_reference_matching"", ""matched_reference_vehicle_id"": """", ""observation"": ""Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match."", ""raw_detection_id"": ""raw_0003"", ""review_medium"": ""/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_01.jpg"", ""reviewed"": ""True"", ""run"": ""r0"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""S003""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_detection.csv,4,"{""bbox"": ""[55.80290222167969, 232.8849334716797, 97.7286376953125, 264.4483642578125]"", ""class_name"": ""car"", ""confidence"": ""0.48354098200798035"", ""dedup_status"": ""kept"", ""entity"": ""detection"", ""evidence"": ""Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match."", ""image_id"": ""IMG_007536"", ""match_status"": ""unresolved_reference_matching"", ""matched_reference_vehicle_id"": """", ""observation"": ""Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match."", ""raw_detection_id"": ""raw_0002"", ""review_medium"": ""/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_02.jpg"", ""reviewed"": ""True"", ""run"": ""r0"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""S002""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_detection.csv,5,"{""bbox"": ""[141.15576171875, 235.80882263183594, 180.4897918701172, 264.17047119140625]"", ""class_name"": ""car"", ""confidence"": ""0.4030252695083618"", ""dedup_status"": ""kept"", ""entity"": ""detection"", ""evidence"": ""Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match."", ""image_id"": ""IMG_007536"", ""match_status"": ""unresolved_reference_matching"", ""matched_reference_vehicle_id"": """", ""observation"": ""Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match."", ""raw_detection_id"": ""raw_0004"", ""review_medium"": ""/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_02.jpg"", ""reviewed"": ""True"", ""run"": ""r0"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""S004""}"
/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/unmatched_detection.csv,6,"{""bbox"": ""[0.49386119842529297, 230.09046936035156, 56.54373550415039, 263.4659729003906]"", ""class_name"": ""car"", ""confidence"": ""0.2885078191757202"", ""dedup_status"": ""kept"", ""entity"": ""detection"", ""evidence"": ""Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match."", ""image_id"": ""IMG_007536"", ""match_status"": ""unresolved_reference_matching"", ""matched_reference_vehicle_id"": """", ""observation"": ""Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match."", ""raw_detection_id"": ""raw_0005"", ""review_medium"": ""/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r0_sheet_02.jpg"", ""reviewed"": ""True"", ""run"": ""r0"", ""status"": ""unresolved_reference_matching"", ""target_id"": ""S005""}"
